subjectid,flanker_rt,flanker_accuracy,flanker_error_rate,stroop_rt,stroop_accuracy,stroop_error_rate,sart_rt,sart_accuracy,sart_error_rate
170,412.06206896551726,0.9862068965517241,0.01379310344827589,604.9857142857143,0.9428571428571428,0.05714285714285716,350.98104265402844,0.9478672985781991,0.05213270142180093
171,445.048275862069,1.0,0.0,706.2302158273382,0.9784172661870504,0.021582733812949617,387.23267326732673,0.9455445544554455,0.054455445544554504
172,523.048275862069,0.993103448275862,0.006896551724137945,936.2222222222222,0.9851851851851852,0.014814814814814836,292.5575221238938,0.9380530973451328,0.06194690265486724
173,799.8194444444445,0.7986111111111112,0.20138888888888884,1016.8512396694215,0.9090909090909091,0.09090909090909094,578.453781512605,0.9243697478991597,0.07563025210084029
174,339.1310344827586,0.9448275862068966,0.05517241379310345,711.5,0.9492753623188406,0.050724637681159424,269.449494949495,0.9090909090909091,0.09090909090909094
175,424.2068965517241,1.0,0.0,862.6722689075631,1.0,0.0,439.6328502415459,0.966183574879227,0.033816425120772986
176,601.2965517241379,0.9724137931034482,0.02758620689655178,848.5,0.9420289855072463,0.05797101449275366,334.4432432432432,0.8918918918918919,0.10810810810810811
177,553.2965517241379,0.9724137931034482,0.02758620689655178,800.3037037037037,0.9925925925925926,0.007407407407407418,444.641975308642,0.9629629629629629,0.03703703703703709
178,423.77241379310345,1.0,0.0,767.4285714285714,1.0,0.0,336.79425837320576,0.9521531100478469,0.04784688995215314
179,385.5103448275862,1.0,0.0,695.35,0.9785714285714285,0.021428571428571463,317.08490566037733,0.9433962264150944,0.05660377358490565
180,552.0689655172414,0.9862068965517241,0.01379310344827589,791.2374100719425,0.9784172661870504,0.021582733812949617,464.0408163265306,0.9591836734693877,0.04081632653061229
181,501.1310344827586,0.9793103448275862,0.020689655172413834,895.1865671641791,0.9626865671641791,0.03731343283582089,346.1516587677725,0.9383886255924171,0.06161137440758291
182,559.9206896551724,1.0,0.0,659.3727598566309,0.996415770609319,0.0035842293906810374,389.9654320987654,0.9851851851851852,0.014814814814814836
183,402.5310344827586,0.993103448275862,0.006896551724137945,704.6142857142858,0.9571428571428572,0.042857142857142816,448.92233009708735,0.970873786407767,0.029126213592232997
184,384.1310344827586,0.9862068965517241,0.01379310344827589,522.3142857142857,0.9642857142857143,0.0357142857142857,370.4347826086956,0.961352657004831,0.03864734299516903
